(31.560997, 39628256994919827, b'QSO', 2.65946436),
(31.338133, 39628199411320593, b'QSO', 2.17654798),
(31.069935, 39628507084491711, b'QSO', 2.1439883 ),
(31.058311, 39628390075990594, b'QSO', 2.38960792),
(31.043139, 39632946696556713, b'QSO', 1.92553077),
(30.838768, 39632939956309061, b'QSO', 1.85396229),
(30.816101, 39628129433551720, b'QSO', 2.16153117),
(30.797218, 39633297382312663, b'QSO', 2.39553252),
(30.493078, 39628516882387529, b'QSO', 2.46369966),
(30.483511, 39632994637448873, b'QSO', 1.92876375),
(30.414652, 39628511576589835, b'QSO', 2.289268  ),
(30.316017, 39628521642921774, b'QSO', 1.92033707),
(30.300919, 39628129773294068, b'QSO', 1.83175884),
(30.281794, 39632940765808482, b'QSO', 1.95418085),
(30.279732, 39628318504388038, b'QSO', 2.25229037),
(30.275898, 39632970079800222, b'QSO', 2.10255439),
(30.045444, 39628527712078677, b'QSO', 2.13782074),
(29.977415, 39628176229403554, b'QSO', 2.74974449),
(29.90294 , 39628522473392768, b'QSO', 2.57456043),
(29.713419, 39627179910235115, b'QSO', 2.62724132),
(29.580248, 39628512029576449, b'QSO', 2.13077941),
(29.489676, 39628123536360056, b'QSO', 1.8124575 ),
(29.48317 , 39628193598013922, b'QSO', 2.03651669),
(29.456755, 39633080654234999, b'QSO', 1.91631465),
(29.430885, 39633331507167474, b'QSO', 2.18984595),
(29.344446, 39633103546748790, b'QSO', 2.18646019),
(29.326992, 39627261581724705, b'QSO', 2.38321461),
(29.280779, 39632940111495871, b'QSO', 1.98081968),
(29.186966, 39633290050669510, b'QSO', 2.62869345),
(29.1844  , 39628123557331591, b'QSO', 1.86234398),
(29.174809, 39632930150023831, b'QSO', 2.13975379),
(29.024324, 39628373684652881, b'QSO', 2.33209207),
(28.68721 , 39628205174295147, b'QSO', 2.40233406),
(28.617023, 39632946553947505, b'QSO', 1.83605156),
(28.60748 , 39628516802697078, b'QSO', 2.77937848),
(28.569572, 39628313550913821, b'QSO', 2.04964749),
(28.41599 , 39628427703093177, b'QSO', 2.09784054),
(28.277397, 39627779326615041, b'QSO', 2.02820049),
(28.10692 , 39632975054241915, b'QSO', 2.3414373 ),
(27.956282, 39632935309020558, b'QSO', 2.03780045),
(27.83005 , 39627289666785641, b'QSO', 2.5033374 ),
(27.52566 , 39628129769095440, b'QSO', 2.13810087),
(27.192865, 39627212701306603, b'QSO', 2.29797252),
(27.147991, 39632940400903654, b'QSO', 2.67696543),
(27.133432, 39632940337990446, b'QSO', 2.34664941),
(26.910625, 39627688746426040, b'QSO', 2.18815983),
(26.9045  , 39627179906040419, b'QSO', 2.37405932),
(26.843763, 39628384610812448, b'QSO', 2.07553414),
(26.8362  , 39628127730664954, b'QSO', 2.28195434),
(26.80518 , 39632951322872809, b'QSO', 2.88722898),
(26.704315, 39628507541672898, b'QSO', 1.93289687),
(26.450708, 39628210949854289, b'QSO', 2.40493254),
(26.330465, 39628496078638046, b'QSO', 1.83163463),
(26.322258, 39628129400001430, b'QSO', 2.96677662),
(26.2581  , 39632939914363162, b'QSO', 2.01816715),
(26.188074, 39628506556010053, b'QSO', 2.39153562),
(26.17608 , 39632940124080982, b'QSO', 1.84227094),
(25.894611, 39628324112173332, b'QSO', 1.9384523 ),
(25.692144, 39632946516201112, b'QSO', 1.85336541),
(25.61287 , 39628521710029030, b'QSO', 2.05730518),
(25.59605 , 39628511505287477, b'QSO', 2.66932126),
(25.580349, 39632946428117138, b'QSO', 2.01019572),
(25.54779 , 39627261590119662, b'QSO', 2.50053326),
(25.525805, 39628346920797135, b'QSO', 2.35440952),
(25.43385 , 39633487388479020, b'QSO', 1.9810663 ),
(25.356485, 39632936277902580, b'QSO', 1.83155198),
(25.345947, 39632960151882749, b'QSO', 2.62693252),
(25.229399, 39633480966998953, b'QSO', 2.41738057),
(25.200068, 39632945547315086, b'QSO', 2.17044803),
(25.059437, 39628176229406426, b'QSO', 2.42197597),
(24.980545, 39628517733828390, b'QSO', 1.95556181),
(24.73001 , 39627761194639051, b'QSO', 2.31101774),
(24.643139, 39632955273905732, b'QSO', 1.87904581),
(24.605362, 39628159007588671, b'QSO', 1.92278555),
(24.549055, 39628390017274824, b'QSO', 2.46339309),
(24.526148, 39632930867249987, b'QSO', 2.36013899),
(24.44804 , 39628129395805454, b'QSO', 2.6799795 ),
(24.207798, 39632940908413160, b'QSO', 2.12041895),
(24.202076, 39632944897199782, b'QSO', 2.10886053),
(24.115717, 39632946268734878, b'QSO', 2.88513259),
(24.11187 , 39628268340512231, b'QSO', 2.29487616),
(24.085957, 39628527120682384, b'QSO', 1.93911485),
(24.04649 , 39628319120950796, b'QSO', 1.98966745),
(24.019083, 39632941181045362, b'QSO', 2.22374654),
(23.954172, 39633089835568243, b'QSO', 2.55547133),
(23.94618 , 39632960156075744, b'QSO', 2.42678508),
(23.818369, 39628527133264465, b'QSO', 1.88545796),
(23.779495, 39632946415535443, b'QSO', 2.90074042),
(23.664215, 39633169527343422, b'QSO', 2.37367096),
(23.609123, 39633348355687718, b'QSO', 2.22720974),
(23.536411, 39628506405014749, b'QSO', 1.88502509),
(23.451855, 39632949913585041, b'QSO', 2.1251083 ),
(23.441889, 39628506975439963, b'QSO', 1.93636013),
(23.388365, 39628384560483414, b'QSO', 2.2736826 ),
(23.35105 , 39628527011627091, b'QSO', 1.86678102),
(23.317747, 39632940325407559, b'QSO', 2.25592308),
(23.232018, 39632950379154721, b'QSO', 2.63336565),
(23.102886, 39628153135562976, b'QSO', 2.91428579),
(23.093767, 39627212739054150, b'QSO', 2.25851627),
(23.084082, 39633491574392571, b'QSO', 1.83472722)],
